id,recipe,category,prep_time_in_minutes,prep_time_note,cook_time_in_minutes,cook_time_note,difficulty,serving,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,ingredient_1,ingredient_2,ingredient_3,ingredient_4,ingredient_5,ingredient_6,ingredient_7,ingredient_8,ingredient_9,ingredient_10,directions_step_1,directions_step_2,directions_step_3,directions_step_4,directions_step_5,directions_step_6,directions_step_7,directions_step_8,directions_step_9,directions_step_10,image,image_attribution_name,image_attribution_url,image_creative_commons,chef,source_url,calories,fat_in_grams,carbohydrates_in_grams,protein_in_grams
343,Chocolaty Bacon,"{'id': 8, 'category': 'Desserts Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Desserts_Recipes-Desserts.png'}",15,,20.0,,Easy,6.0,12.0,4.5,2.25,1.5,,,,,,,beef bacon slices,tablespoons unsweetened dark chocolate,tablespoons coconut oil,teaspoons liquid stevia,,,,,,,Preheat your oven to 425 degrees F,Skewer bacon into iron skewers,Arrange skewers on a baking sheet and bake for 15 minutes until they show a crispy  texture,Transfer to a cooling rack,"Take a saucepan and place it over low heat, add coconut oil and let it melt",Stir in coconut chocolate and heat until it melts,Add stevia and gently stir,Place crispy bacon on parchment paper and drizzle chocolate mix,Let the chocolate harde,Serve!,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Chocolaty_Bacon-Chocolaty_Bacon_Xaf3e3u.jpg,,,True,,,258,26.0,0.5,7.0
345,Guilt Free Lemon And Rosemary Drink,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,,,Easy,1.0,0.5,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.5,,cup whole milk yogurt,cup Garden greens,pack stevia,tablespoon olive oil,stalk fresh rosemary,"tablespoon lemon juice, fresh",tablespoon pepitas,"tablespoon flaxseed, ground",cups water,,Add listed ingredients to blender,Blend until you have a smooth and creamy texture,Serve chilled and enjoy!,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Guilt_Free_Lemon_And_Rosemary_Drink-Guilt_Free_Lemon_And_Rosemary_Drink.jpg,,,True,,,312,25.0,14.0,9.0
346,Creamy Leeks Platte,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,25.0,,Easy,6.0,1.5,2.0,1.0,3.5,,,,,,,"pound leaks, trimmed and chopped into 4 inch pieces",ounces butter,cup coconut cream,ounces cheddar cheese,Salt and pepper to taste,,,,,,Pre-heat your oven to 400-degree F,"Take a skillet and place it over medium heat, add butter and let it heat up",Add leeks and Sauté for 5 minutes,Spread leeks in greased baking dish,Boil cream in saucepan and lower heat to low,"Stir in cheese, salt and pepper",Pour sauce over leeks,Bake for 15-20 minutes and serve warm,Enjoy!,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Creamy_Leeks_Platte-Creamy_Leeks_Platte.jpg,,,True,,,204,15.0,9.0,7.0
347,Cheesy Broccoli and Cauliflower,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,10.0,,Easy,4.0,1.0,2.0,8.0,5.33,,4.0,,,,,"pound broccoli, chopped",ounces butter,"ounces cauliflower, chopped",ounces shredded cheese,"Salt and pepper , to taste",teaspoons sour cream,,,,,Take a large skillet and melt butter,Stir in all the vegetables,Sauté until it turns into golden brown over medium-high heat,Add all the remaining ingredients to the vegetable,Mix well,Serve warm and enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Cheesy_Broccoli_and_Cauliflower-Cheesy_Broccoli_and_Cauliflower.jpg,,,True,,,244,20.5,3.4,12.2
350,Cool Asparagus Tart,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,20.0,,Easy,4.0,4.0,1.0,,20.0,0.5,2.0,,,,,whole eggs,"garlic clove, chopped",Salt and pepper to taste,"asparagus spears, woody ends removed","cup cheddar cheese, grated","tablespoons walnuts, chopped",,,,,Pre-heat your oven to 375 degree F,Grease a pie dish with butter,"Place eggs, garlic, pepper and salt to a small bowl and beat using fork",Pour egg mix into your tray,Lay asparagus onto egg into one row,Sprinkle grated cheese over asparagus,Place in oven and cook for 12 minutes until cheese melts,Enjoy!,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Cool_Asparagus_Tart-Cool_Asparagus_Tart.jpg,,,True,,,160,10.0,5.0,12.0
353,Hearty Green Bean Roast,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,20.0,,Easy,4.0,1.0,2.0,,1.0,5.5,,,,,,whole egg,tablespoons olive oil,Salt and pepper to taste,pound fresh green beans,tablespoons grated parmesan cheese,,,,,,Pre-heat your oven to 400 degree F,Take a bowl and whisk in eggs with oil and spices,Add beans and mix well,Stir in parmesan cheese and pour the mix into baking pan (lined with parchment  paper),Bake for 15-20 minutes,Serve warm and enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Hearty_Green_Bean_Roast-Hearty_Green_Bean_Roast.jpg,,,True,,,216,21.0,7.0,9.0
362,Portobello Mushroom Risotto,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",5,,15.0,,Easy,4.0,4.5,3.0,1.0,1.0,2.0,0.25,,3.0,4.0,0.5,"cups cauliflower, riced",tablespoons coconut oil,"pound Portobello mushrooms, thinly sliced","pound white mushrooms, thinly sliced","shallots, diced",cup organic vegetable broth,Salt and pepper to taste,"tablespoons chives, chopped",tablespoons butter,"cup parmesan cheese, grated",Use a food processor and pulse cauliflower florets until riced,Take a large saucepan and heat up 2 tablespoons oil over medium-high flame,Add mushrooms and Saute for 3 minutes until mushrooms are tender,Clear saucepan of mushrooms and liquid and keep them on the side,Add rest of the 1 tablespoons oil to skillet,Toss shallots and cook for 60 seconds,"Add cauliflower rice, stir for 2 minutes until coated with oil",Add broth to riced cauliflower and stir for 5 minutes,"Remove pot from heat and mix in mushrooms and liquid. Add chives, butter, parmesan cheese",Season with salt and pepper. Serve and enjoy!,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Portobello_Mushroom_Risotto-Portobello_Mushroom_Risotto.jpg,,,True,,,438,17.0,15.0,12.0
363,Gripping Eggplant Parmesan,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",15,,6.0,,Easy,2.0,1.0,0.5,1.0,1.0,1.0,2.0,,0.25,,,medium eggplant,teaspoon salt,large egg,cup almond flour,"cup parmesan cheese, grated",teaspoon garlic powder,Salt and pepper to taste,cup coconut oil,,,Prepare eggplant by slicing it into thin slices,Lay slices on a flat surface and blot with hand towel to remove excess water,Season with salt and pepper,Let it marinate for 30 minutes. Blot once more,Add eggs to a medium bowl and whisk,"Add garlic powder, parmesan cheese, almond flour to a large bowl and season with  salt and pepper, stir well",Place a skillet over medium heat and add coconut oil,Add eggplant slices to egg bowl and dredge them flour mix. Life out and add to hot oil,Fry until both sides are golden,Repeat until all eggplants are cooked. Enjoy!,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Gripping_Eggplant_Parmesan-Gripping_Eggplant_Parmesan.jpg,,,True,,,271,22.0,10.0,12.0
366,Spinach And Tomato Zoodles,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,10.0,,Easy,4.0,3.0,1.0,1.5,1.0,0.5,2.0,3.0,0.5,,,tablespoons olive oil,tablespoon butter,tablespoons minced garlic,cup packed fresh spinach,cup halved cherry tomatoes,tablespoons chopped fresh basil 1/2 cup sliced black olives,"zucchinis, spiralized",cup shredded Asiago cheese,"Sea salt and freshly ground black pepper, to taste",,"In a nonstick skillet, heat the olive oil and melt the butter over medium-high heat.  Add and saute the garlic for 2 minutes or until fragrant.","Add and saute the spinach, tomatoes, basil, and olives for 4 minutes or until the  spinach wilts, then add the spiralized zucchini and toss with a fork to coat well. Scatter  with Asiago cheese and cook for 2 minutes or until the zucchini is soft and the c",Sprinkle with salt and ground black pepper. Remove them from the heat.,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Spinach_And_Tomato_Zoodles-Spinach_And_Tomato_Zoodles.jpg,,,True,,,200,18.0,4.0,6.0
367,Generous Fiery Tomato Salad,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,25.0,,Easy,4.0,0.5,1.0,3.0,,1.0,,,,,,"cup scallions, chopped",pound cherry tomatoes,teaspoons olive oil,"Sea salt and freshly ground black pepper, to taste",tablespoon red wine vinegar,,,,,,Season tomatoes with spices and oil,Heat your oven to 450-degree Fahrenheit,Take a baking sheet and spread the tomatoes,Bake for 15 minutes,Stir and turn the tomatoes,"Then again, bake for 10 minutes",Take a bowl and mix the roasted tomatoes with all the remaining ingredients,Serve and enjoy!,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Generous_Fiery_Tomato_Salad-Generous_Fiery_Tomato_Salad.jpg,,,True,,,115,10.4,5.4,12.0
368,Easy Portobello Mushrooms,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,10.0,,Easy,4.0,12.0,2.0,4.0,4.25,,,,,,,cherry tomatoes,ounces scallions,portobello mushrooms,ounces butter,Salt and pepper to taste,,,,,,Take a large skillet and melt butter over medium heat,Add mushrooms and Sauté for 3 minutes,Stir in cherry tomatoes and scallions,Sauté for 5 minutes,Season accordingly,Sauté until veggies are tender,Enjoy!,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Easy_Portobello_Mushrooms-Easy_Portobello_Mushrooms.jpg,,,True,,,154,10.0,2.0,7.0
369,Simple Avocado Caprese Salad,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",15,,29.0,,Easy,6.0,2.0,1.0,8.0,2.0,2.0,2.0,1.0,,,,"avocados, cubed","cup cherry tomatoes, halved","ounces mozzarella balls, halved",tablespoons finely chopped fresh basil,tablespoons olive oil,tablespoons balsamic vinegar,tablespoon salt,Fresh ground black pepper,,,"Take a bowl and add the listed ingredients, toss them well until thoroughly mixed",Season with pepper according to your taste,Serve and enjoy!,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Simple_Avocado_Caprese_Salad-Simple_Avocado_Caprese_Salad.jpg,,,True,,,358,30.0,9.0,14.0
371,Grilled Veggie Salad With Feta,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,10.0,,Easy,4.0,3.0,0.5,0.5,2.0,1.0,,,,,,"grilling vegetables of your choice (e.g., eggplant, zucchini, and onions)",tsp oregano,cup of crumbled feta,tbsp of olive oil,tbsp of balsamic vinegar,,,,,,"In a grilling pan or in the broiler, cut the veggies into slices, season with oregano and  salt/pepper, and cook until done for around 15 minutes.",Combine the olive oil and balsamic vinegar in a small cup or bowl to make a  vinaigrette.,Drizzle the vinaigrette over the veggies and top with the crumbled feta pieces and  serve,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Grilled_Veggie_Salad_With_Feta-Grilled_Veggie_Salad_With_Feta.jpg,,,True,,,191,14.0,10.0,9.0
374,Avocado And Tomato Burritos,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,,,Easy,4.0,2.0,6.0,2.0,1.5,2.0,,,,,,cups cauli rice,low carb tortillas,cups sour cream sauce,cups tomato herb salsa,"avocados, peeled, pitted, sliced",,,,,,"Pour the cauli rice into a bowl, sprinkle with a bit of water, and soften in the  microwave for 2 minutes.","On the tortillas, spread the sour cream all over and distribute the salsa on top. Top  with cauli rice and scatter the avocado evenly on top.",Fold and tuck the burritos and cut them into two,Serve and enjoy!,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Avocado_And_Tomato_Burritos-Avocado_And_Tomato_Burritos.jpg,,,True,,,303,25.0,6.0,8.0
375,Dark Chocolate Fudge,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,,,Easy,4.0,1.0,4.0,1.0,0.5,0.33,,,,,,"cup dark chocolate, melted",large eggs,cup swerve sugar,cup melted butter,cup coconut flour,,,,,,Preheat oven to 350 F and line a rectangular baking tray with parchment paper.,"In a bowl, cream the eggs with swerving sugar until smooth. Add in melted chocolate,  butter, and whisk until evenly combined.",Carefully fold in the coconut flour to incorporate and pour the mixture into the  baking tray.,Bake for 20 minutes or until a toothpick inserted comes out clean. Remove from the  oven and allow cooling in the tray.,Cut into squares and serve.,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Dark_Chocolate_Fudge-Dark_Chocolate_Fudge.jpg,,,True,,,491,45.0,2.8,13.0
377,Balsamic Grilled Zucchini,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,,,Easy,4.0,1.0,1.0,2.0,,0.25,,,,,,"zucchini, sliced lengthwise1/3 tsp garlic powder",tsp Italian seasoning,tbsp balsamic vinegar2 tsp avocado oil,Seasoning:,tsp salt,,,,,,"Take a griddle pan, place it over medium-low heat, brush it with oil and let it preheat","Meanwhile, brush zucchini slices with oil and then sprinkle with garlic powder,  Italian seasoning, and salt.","Place zucchini slices on the griddle pan and cook for 2 to 3 minutes per side, then  brush zucchini with vinegar and cook for another minute.",Serve and enjoy!,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Balsamic_Grilled_Zucchini-Balsamic_Grilled_Zucchini.jpg,,,True,,,76,5.0,5.0,6.0
381,Baked Brussels Sprouts,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,20.0,,Easy,4.0,1.0,1.0,2.0,,,,,,,,"pound Brussels sprouts, trimmed and halved",tablespoon avocado oil,"garlic cloves, minced","pinch of salt and black peppers/4 cup cilantro, chopped",,,,,,,"In a roasting pan, combine the sprouts with the oil and the other ingredients, toss and  bake at 400 degrees F for 20 minutes.",Divide everything between plates and serve.,,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Baked_Brussels_Sprouts-Baked_Brussels_Sprouts.jpg,,,True,,,100,3.0,2.0,6.0
387,A Green Bean Mixture,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,120.0,,Medium,2.0,4.0,2.0,1.0,,0.25,,,,,,"cups green beans, trimmed","tablespoons butter, melted",tablespoon date paste,Salt and pepper as needed,teaspoon coconut aminos,,,,,,"Add green beans, date paste, pepper, salt, coconut aminos, and stir",Toss and place lid,Cook on LOW for 2 hours,Serve and enjoy!,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/A_Green_Bean_Mixture-A_Green_Bean_Mixture.jpg,,,True,,,236,6.0,10.0,6.0
388,Creamy Leeks Platter,"{'id': 9, 'category': 'Vegan and Vegetarian Recipes', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Vegan_and_Vegetarian_Recipes-Vegan_and_Vegetarian.png'}",10,,25.0,,Easy,6.0,1.5,2.0,1.0,3.5,,,,,,,"pound leeks, trimmed and chopped into 4-inch pieces",ounces butter,cup coconut cream,ounces cheddar cheese,Salt and pepper to taste,,,,,,Preheat your oven to 400 degrees F,"Take a skillet and place it over medium heat, add butter and let it heat up",Add leeks and Saute for 5 minutes,Spread leeks in greased baking dish,Boil cream in a saucepan and lower heat to low,"Stir in cheese, salt, and pepper",Pour sauce over leeks,Bake for 15-20 minutes and serve warm,Enjoy!,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Creamy_Leeks_Platter-Creamy_Leeks_Platter.jpg,,,True,,,204,15.0,9.0,7.0
405,The Berry-Licious And Hazelnut Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",10,,0.0,,Easy,1.0,1.0,2.0,3.0,,2.0,3.0,1.0,,,,tablespoon MCT oil,cups cold water,"large blackberries, whole","packets Stevia, optional","tablespoons chocolate powder, unsweetened","tablespoons Hazelnut, chopped",tablespoon heavy cream,,,,Add all the listed ingredients to a blender.,Blend on high until smooth and creamy.,Enjoy your smoothie.,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/The_Berry-Licious_And_Hazelnut_Smoothie-The_Berry-Licious_And_Hazelnut_Smoothie.jpg,,,True,,,365,34.0,167.0,7.0
409,The Refreshing Nut Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",10,,0.0,,Easy,1.0,1.0,2.0,1.0,,1.0,,,,,,tablespoon chia seeds,cups water,ounces Macadamia Nuts,"packets Stevia, optional",ounces Hazelnut,,,,,,Add all the listed ingredients to a blender.,Blend on high until smooth and creamy.,Enjoy your smoothie.,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/The_Refreshing_Nut_Smoothie-The_Refreshing_Nut_Smoothie.jpg,,,True,,,452,43.0,15.0,9.0
410,Salted Macadamia Choco Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,1.0,2.0,0.3,1.0,,,,,,,,"tablespoons macadamia nuts, salted","cup chocolate whey protein powder, low carb","cup almond milk, unsweetened",,,,,,,,Add the listed ingredients to your blender and blend until you have a smooth mixture,Chill and enjoy!,,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Salted_Macadamia_Choco_Smoothie-Salted_Macadamia_Choco_Smoothie_gU0eX0N.jpg,,,True,,,165,2.0,1.0,12.0
411,Chia And Coffee Blend,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",10,,0.0,,Easy,1.0,1.0,2.0,1.0,,1.0,,,,,,tablespoon chia seeds,"cups stongly brewed coffee, chilled",ounce Macadamia Nuts,"packets Stevia, optional",tablespoon MCT oil,,,,,,Add all the listed ingredients to a blender.,Blend on high until smooth and creamy.,Enjoy your smoothie.,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Chia_And_Coffee_Blend-Chia_And_Coffee_Blend.jpg,,,True,,,395,39.0,11.0,5.2
415,The Summer Hearty Shake,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,0.75,0.5,0.5,0.5,1.0,,,,,cup frozen blackberries,cup Whole milk vanilla yogurt,cup unsweetened vanilla almond milk,cup of frozen strawberries,cup frozen peaches,tablespoon hemp seeds,Dash of ground cinnamon,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/The_Summer_Hearty_Shake-The_Summer_Hearty_Shake.jpg,,,True,,,187,6.0,17.0,6.0
416,Sweet Protein And Cherry Shake,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,3.0,2.0,2.0,2.0,4.0,,,,,cup of water,cups spinach,"bananas, sliced",cups frozen cherries,tablespoons cacao powder,"tablespoons hemp seeds, shelled",,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Sweet_Protein_And_Cherry_Shake-Sweet_Protein_And_Cherry_Shake.jpg,,,True,,,111,3.0,9.0,13.0
417,Iron And Protein Shake,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,2.0,1.0,0.25,2.0,4.0,,,,,,tablespoons favorite sweetened,cup of water,cup hemp seeds,"large bananas, frozen","cups strawberries, sliced",,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Iron_And_Protein_Shake-Iron_And_Protein_Shake.jpg,,,True,,,156,14.0,1.0,7.0
421,Flax And Kiwi Spinach Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,,,,cup crushed ice,tablespoons ground flax,"kiwis, diced","stalk celery, chopped","banana, chopped","apples, quartered","cup spinach, chopped",,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Flax_And_Kiwi_Spinach_Smoothie-Flax_And_Kiwi_Spinach_Smoothie.jpg,,,True,,,142,7.0,16.0,6.0
422,Tropical Matcha Kale,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,0.5,1.0,0.5,1.0,0.5,0.25,,,,,cup ice,"cup kale, chopped",cup of frozen mango died,teaspoon matcha powder,cup plain kefir,cup of cold water,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy!,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Tropical_Matcha_Kale-Tropical_Matcha_Kale.jpg,,,True,,,126,2.0,15.0,6.0
424,Minty Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",10,,0.0,,Easy,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,stalk celery,cups water,ounces almonds,packet Stevia,cup spinach,mint leaves,,,,,Add listed ingredients to blender,Blend until you have a smooth and creamy texture,Serve chilled and enjoy!,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Minty_Smoothie-Minty_Smoothie.jpg,,,True,,,417,43.0,10.0,5.5
425,Yogurt And Kale Smoothie,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",10,,0.0,,Easy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,cup whole milk yogurt,cup baby kale greens,pack stevia,tablespoon MCT oil,tablespoons sunflower seeds,cup water,,,,,Add listed ingredients to blender,Blend until you have a smooth and creamy texture,Serve chilled and enjoy!,,,,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Yogurt_And_Kale_Smoothie-Yogurt_And_Kale_Smoothie.jpg,,,True,,,329,26.0,15.0,11.0
428,Cinnamon And Beet Booster Dose,"{'id': 11, 'category': 'Drinks And Smoothies', 'thumbnail': 'https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Drinks_And_Smoothies-Drinks_And_Smoothies.png'}",5,,0.0,,Easy,2.0,0.25,1.0,1.0,1.0,2.0,,,,,,teaspoon cinnamon,"medium cucumber, diced","medium beet, scrubbed and halved","cup kale, chopped","cups baby spinach, chopped",,,,,,Add all the ingredients except vegetables/fruits first,Blend until smooth,Add the vegetable/fruits,Blend until smooth,Add a few ice cubes and serve the smoothie,Enjoy,,,,,https://s3.us-west-004.backblazeb2.com/EncurateAAM/media/keto/1/Cinnamon_And_Beet_Booster_Dose-Cinnamon_And_Beet_Booster_Dose.jpg,,,True,,,134,5.0,12.0,7.0
